Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Zinc-finger	7	26.923076923076923	0.019821307882024727	Q69ZB8, Q32N22, Q05192, Q03181, Q9VUX2, Q7LBC6, Q5EB97	26	67	738	2.965556831228473	0.8565799223633621	1.0	1.0
GOTERM_BP_DIRECT	GO:0006897~endocytosis	3	11.538461538461538	0.02357031958058425	Q9QYP1, Q5S007, Q9VUX2	21	8	635	11.339285714285714	0.9968874577235036	1.0	1.0
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	4	15.384615384615385	0.028081393623333093	Q03181, Q9NR09, P55060, Q6UX65	21	22	635	5.4978354978354975	0.9989850727564613	1.0	1.0
UP_SEQ_FEATURE	compositionally biased region:Ser-rich	4	15.384615384615385	0.05842315213531587	Q05192, Q7LBC6, Q5EB97, Q5SWW4	24	26	653	4.185897435897436	0.9999985214466969	1.0	1.0
GOTERM_BP_DIRECT	GO:0043401~steroid hormone mediated signaling pathway	2	7.6923076923076925	0.06204823766114997	Q05192, Q03181	21	2	635	30.238095238095237	0.9999998147825478	1.0	1.0
UP_SEQ_FEATURE	region of interest:Ligand-binding	2	7.6923076923076925	0.06925562998523493	Q05192, Q03181	24	2	653	27.208333333333332	0.9999998880089827	1.0	1.0
GOTERM_BP_DIRECT	GO:0010506~regulation of autophagy	2	7.6923076923076925	0.09168336443326806	Q5S007, Q6UX65	21	3	635	20.158730158730158	0.9999999999217618	1.0	1.0
UP_KEYWORDS	Zinc	7	26.923076923076923	0.09694263868183059	Q69ZB8, Q32N22, Q05192, Q03181, Q9VUX2, Q7LBC6, Q5EB97	26	97	738	2.0483743061062647	0.9999493723576451	1.0	1.0
INTERPRO	IPR000536:Nuclear hormone receptor, ligand-binding, core	2	7.6923076923076925	0.09722576341406808	Q05192, Q03181	25	3	717	19.12	0.9999455999824336	1.0	1.0
INTERPRO	IPR001628:Zinc finger, nuclear hormone receptor-type	2	7.6923076923076925	0.09722576341406808	Q05192, Q03181	25	3	717	19.12	0.9999455999824336	1.0	1.0
INTERPRO	IPR001723:Steroid hormone receptor	2	7.6923076923076925	0.09722576341406808	Q05192, Q03181	25	3	717	19.12	0.9999455999824336	1.0	1.0
