0	0.001012	0.024934	0.010583	0.005485	0.469927	8e-06	0.096849	0.018067	0	0	4e-06	0	0	0	0	1e-06	0
0.001012	0	0.132775	0.281727	0.17863	0.023207	0.30382	2.2e-05	0.045449	5e-06	1e-06	3e-06	1e-06	0	0	0	0.00436	2e-06
0.024934	0.132775	0	0.091522	0.105287	0.010846	0.202777	0.215808	6.3e-05	4.3e-05	1e-06	0.019309	1.9e-05	1.1e-05	1e-06	5e-05	0.032588	1e-06
0.010583	0.281727	0.091522	0	0.178815	0.028365	0.269209	0.002958	0.014182	0	1e-06	7e-06	0	2e-06	0	1e-06	0	0
0.005485	0.17863	0.105287	0.178815	0	1.3e-05	0.505421	0	0.05267	8e-06	0	2e-06	0	1e-06	0	1e-06	1e-06	0
0.469927	0.023207	0.010846	0.028365	1.3e-05	0	8e-06	0.098506	0.017887	0	0	1e-06	0	1e-06	1e-06	1e-06	0	0
8e-06	0.30382	0.202777	0.269209	0.505421	8e-06	0	3e-06	0.019617	4e-06	0	1e-06	1e-06	2e-06	0	0	0	0
0.096849	2.2e-05	0.215808	0.002958	0	0.098506	3e-06	0	0.001493	0	1e-06	1.7e-05	0.001741	0	0.0592	3e-06	0.000185	1.4e-05
0.018067	0.045449	6.3e-05	0.014182	0.05267	0.017887	0.019617	0.001493	0	0	0	2.8e-05	1e-06	3e-06	0	1e-06	0	0
0	5e-06	4.3e-05	0	8e-06	0	4e-06	0	0	0	0.342654	0.251279	0.286739	0.23122	1e-06	0.235655	0.012028	0.188717
0	1e-06	1e-06	1e-06	0	0	0	1e-06	0	0.342654	0	0.172984	0.350698	0.188302	0.007347	0.27912	0.011302	0.182875
4e-06	3e-06	0.019309	7e-06	2e-06	1e-06	1e-06	1.7e-05	2.8e-05	0.251279	0.172984	0	0.417414	0.257624	3e-06	0.101485	0.056814	0.44337
0	1e-06	1.9e-05	0	0	0	1e-06	0.001741	1e-06	0.286739	0.350698	0.417414	0	0.205477	0	0.372074	0.024204	0.47037
0	0	1.1e-05	2e-06	1e-06	1e-06	2e-06	0	3e-06	0.23122	0.188302	0.257624	0.205477	0	0	0.250123	0.006945	0.354565
0	0	1e-06	0	0	1e-06	0	0.0592	0	1e-06	0.007347	3e-06	0	0	0	2e-06	0.000391	2e-06
0	0	5e-05	1e-06	1e-06	1e-06	0	3e-06	1e-06	0.235655	0.27912	0.101485	0.372074	0.250123	2e-06	0	1.6e-05	0.240751
1e-06	0.00436	0.032588	0	1e-06	0	0	0.000185	0	0.012028	0.011302	0.056814	0.024204	0.006945	0.000391	1.6e-05	0	0.019998
0	2e-06	1e-06	0	0	0	0	1.4e-05	0	0.188717	0.182875	0.44337	0.47037	0.354565	2e-06	0.240751	0.019998	0
