sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
1	-6.692849808448181	4.371347277578555	17.359185826827638	-9.778230571777081	0.033922177637600595	-29.864924045236634	35.52787520301809	30.61935835176159	-4.934392241438298	1.6809431786662543	-0.33319000741527605	3.635139085865744	-7.401042151686115	-1.7594516641981208	3.192946315945305	0.7857831912421147	-4.463671321932101	-2.3040597207923952e-14
2	-1.0708329373340972	15.671611558522912	-0.39282269224453686	-1.70710015218762	41.23235879862088	35.773412782410645	2.221820663179771	22.638739231884863	9.695746483965374	-0.10308089163428463	-0.8644458601603346	7.7930975470202055	2.11274105460584	-1.9011237618136088	1.0629236494652037	2.7767687650288257	0.27192661323705813	-4.127601038739215e-14
3	-12.299953943146992	10.306975763639228	-8.155763633864458	-2.7050252844535847	18.699765298922244	-31.90777310495647	-18.526612093866976	-11.006475459853627	32.479134195459345	-12.970971997829688	-12.426880606843731	6.839118140483116	-5.788051395645232	-0.19228410895127282	2.8387897069914647	0.2743515487882432	2.0688240111864262	-2.7244699551953744e-14
4	-20.447125615788643	9.462505426970456	-2.114152488636338	4.20049318370165	11.22313158068882	-0.7762203065689051	0.7696664834328208	-5.07422630940555	-2.999859542239425	-1.635538160347062	15.847249568445324	-44.57782242760963	-11.968038368550449	6.458742674533229	-9.234846877118187	-8.248200247078	-1.5929793463709245	1.9845236565174673e-14
5	39.03452285970638	48.607826036594986	-14.838039273593411	24.54435834319771	-20.888270410830156	3.2153934120631593	13.387294965847508	-6.730261208009123	5.49167179552555	-3.3313800057948963	0.04068922600743508	1.3339909427602041	0.3918315100099662	1.502445851457018	-0.5308703767702533	2.0823058012597704	-0.6792728639975325	-1.2824810657896535e-14
6	-4.158490918566108	15.894780135881097	56.61556099213436	-2.33521782119586	-19.01246614126027	7.460169143300264	-25.928017775434625	3.776843558531501	0.24102559080959482	-3.1401752937955365	1.990559066676434	2.0089112638693387	-3.542676553355762	-0.3045019881129162	0.8488111914108005	-0.11514156243244004	1.457601219141133	1.1175088632242591e-14
7	-3.864273549687012	15.873938024518186	-20.761429625920865	2.1558102230974834	7.592353602295967	-16.98380550170555	-28.428071197572628	11.273412018601615	-33.25515369461795	19.261993610799653	4.188593702490408	7.355386287325854	7.300087730287688	-5.390878786337922	-0.35268130175415396	-0.9654998353525035	1.6868522820307308	-3.011653426643335e-14
8	-26.7756381027108	5.28500552016761	16.312867644352316	3.299616371762438	11.019949335191821	-0.5043863803663815	19.82214416398566	-30.573369513691404	-9.821983181118926	4.139091809569775	-10.169298146485314	3.5374572650388996	30.029091735394324	-6.4407772830906165	-8.515314193190916	0.4034672280592285	4.697482516301201	-2.8460740708613486e-14
9	27.35877079885909	4.769939047418325	-8.530635231224192	-59.71357724887876	-3.747785731389026	4.63932147979492	1.864235144457107	-13.341691346579742	-4.048587912157937	-6.279453128816708	8.254168103251207	-1.3212206886322906	1.6583164765775253	-1.7369624156526662	3.785650353554025	-0.9794495159797286	0.8468419146398545	-1.0807327255335508e-14
10	6.465811710959791	-14.4296991635715	-9.652652678412341	-1.4754143729815103	-13.23682631260796	4.778462003496994	-6.570835284782544	18.34756356723015	-5.927761008381261	-17.383332019517457	-36.74039835270711	-16.780138350247267	16.37042029485302	11.143957245169542	-1.2996767429841332	-0.6920475941139781	-0.3559637325079927	4.9144716074422945e-15
