sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
1	-41.85517866328731	48.12918551509844	-89.42346789825139	20.22069590289841	-29.72024601722013	158.84625913478544	63.69342309683665	95.04688144866903	-240.3592076091899	-1.5839680983800257	-51.04566600921845	-39.9034194050871	22.80629630816564	19.642542288782675	-5.516195063387658	-6.891464812162916	-4.1565797592358145	-8.954236684803954e-13
2	-3.1417673849397842	68.09235216353918	33.97691311941611	181.69572392596484	71.43656925490019	-237.59175411137176	-13.896973981424715	70.05870955607506	-89.44672041281362	-25.61290573178827	-47.698382306516315	-7.094665830140003	-51.770665654322016	-22.686702075935532	-9.008881712714476	-0.8649584205123337	2.5512477122194728	-1.0780923086905906e-12
3	-38.55293968759695	64.28269543726556	55.5189752659837	117.51097334812589	22.976001947012943	116.36353821464739	-47.778507277726014	-188.55458158034273	33.49890823206679	-176.91278174266236	-63.28670167078885	-25.89802381745634	-47.352489239760686	-7.459777232220586	-5.9331310247457925	-0.8112159894490664	-5.672595446421111	-6.715565061508888e-13
4	-82.0937467437958	44.40834503125263	27.83456023696484	70.94996817902046	50.996679220336986	-10.59922508886384	3.198294323767926	8.422520210183452	46.91246398710263	-14.378083191487887	70.4701900141878	16.195738789887173	252.98349350387866	85.44789298200244	57.180445335049356	-4.800474551749129	-2.912414756690846	-4.4728485509588217e-13
5	224.74606223195758	240.034234071649	133.31280158781232	-170.12094846690084	27.468915501886777	-2.215025885357007	16.470975469425014	44.050801019031084	6.83366742260337	-41.93473948105404	-8.284249596839835	4.153789586780007	10.688191857276754	-8.717818262302538	1.2629542105291738	3.093486305284011	-0.15196875024881681	-7.986172351681295e-13
6	-31.51041472206531	124.9756276182986	-317.77508625378636	-90.9033515873713	9.57364423699021	-71.1922777151843	-70.18274254333375	-80.20398243376482	37.175811499981464	20.276913064901514	-17.848656890660088	-13.758502882980409	3.0338443158000503	-11.20463068194023	4.449810886280409	2.9557128950730243	-0.7183612557834982	-2.4645034819338607e-13
7	2.2665594803860882	88.20657342194474	80.13476613489462	76.710126623488	24.073376660770553	58.50176096463301	-54.978134368138285	-103.41131386752846	-20.776914968526814	246.47003132410268	86.25975124156126	-12.393247425117867	-58.47782488493789	18.914360325406594	-9.712800369333019	-6.720691433196604	-1.3720117758233885	-7.084813963796621e-14
8	-107.03172404217425	36.13692315600118	-44.78606688637369	10.042225183062566	53.039961599443785	50.22698418792383	77.86283672971447	104.50436979648462	69.13960115612548	-62.148411392404896	151.7080765038231	138.6682089065456	-133.15813781199594	38.46480309162224	30.817861300461846	5.406319979189408	-7.550350347416276	-5.897121441340858e-13
9	90.59577031287543	8.032785431324342	-17.444733657603123	79.06293676136056	-312.38721999405425	-43.71828653230226	90.965690615340975	-25.502972733629388	37.011081132734894	-6.446748034886319	39.40509911850171	17.97431872242218	9.683227536711723	-8.125045929495824	-6.6302597765925615	0.8048994591398866	-0.5893811187342084	-8.516852587764356e-14
10	-11.358210839659172	-113.4563148884966	49.06933602330657	-83.86651175206686	-76.08098197821761	-24.8829637901853	-246.75869891918697	34.16348355246101	-82.31543382088269	-68.74025054430822	107.56343319102817	-7.909964440122027	-11.199244091801317	39.39795852479456	-29.07091319502162	-13.943489065186156	-3.45533046701931	-2.719015876166686e-13
