"SeqNum.row","SeqNum.col","dist.manh","SampNum.row","SampNum.col"
1,1,0,"hc1_2","hc1_2"
1,15,2525983.73682178,"ss3_15","hc1_2"
1,3,2642858.71629947,"hc2_15","hc1_2"
1,17,2615250.41953212,"ss3_20","hc1_2"
1,4,2575263.58050474,"hc2_17","hc1_2"
1,2,2699964.90927197,"hc1_4","hc1_2"
1,7,2666192.12450792,"hc3_7","hc1_2"
1,16,2591221.25408696,"ss3_16","hc1_2"
1,14,2555609.77565925,"ss3_14","hc1_2"
1,9,2789896.96698018,"hc3_11","hc1_2"
1,8,2486825.15368394,"hc3_10","hc1_2"
1,12,3055937.57512601,"ss2_18","hc1_2"
1,10,2738378.1109457,"ss2_9","hc1_2"
1,6,2579508.48381113,"hc3_5","hc1_2"
1,11,2584705.246069,"ss2_14","hc1_2"
1,18,2711571.71858485,"ss5_18","hc1_2"
1,5,2927448.72944473,"hc3_1","hc1_2"
1,13,2600006.68950109,"ss3_3","hc1_2"
2,7,2599411.25997872,"hc3_7","hc1_4"
2,2,0,"hc1_4","hc1_4"
2,12,3038551.35194744,"ss2_18","hc1_4"
2,9,2808781.03626329,"hc3_11","hc1_4"
2,17,2653988.98299224,"ss3_20","hc1_4"
2,10,2784323.77090392,"ss2_9","hc1_4"
2,8,2612171.51752416,"hc3_10","hc1_4"
2,5,2850058.01720418,"hc3_1","hc1_4"
2,6,2777899.86120297,"hc3_5","hc1_4"
2,15,2599276.94986484,"ss3_15","hc1_4"
2,1,2699964.90927197,"hc1_2","hc1_4"
2,4,2484848.33949248,"hc2_17","hc1_4"
2,13,2647040.32318019,"ss3_3","hc1_4"
2,3,2614761.13806015,"hc2_15","hc1_4"
2,16,2654810.64713617,"ss3_16","hc1_4"
2,11,2679843.38966998,"ss2_14","hc1_4"
2,18,2720816.8524646,"ss5_18","hc1_4"
2,14,2617179.24890928,"ss3_14","hc1_4"
3,1,2642858.71629947,"hc1_2","hc2_15"
3,15,2514235.42319442,"ss3_15","hc2_15"
3,17,2616301.34974268,"ss3_20","hc2_15"
3,13,2591519.1810644,"ss3_3","hc2_15"
3,3,0,"hc2_15","hc2_15"
3,4,2449892.6986948,"hc2_17","hc2_15"
3,8,2569698.49654616,"hc3_10","hc2_15"
3,10,2729821.56896575,"ss2_9","hc2_15"
3,9,2792035.93407286,"hc3_11","hc2_15"
3,2,2614761.13806015,"hc1_4","hc2_15"
3,11,2561938.67550536,"ss2_14","hc2_15"
3,16,2580739.72549698,"ss3_16","hc2_15"
3,7,2508028.54098255,"hc3_7","hc2_15"
3,18,2699731.91486747,"ss5_18","hc2_15"
3,5,2840230.83086857,"hc3_1","hc2_15"
3,6,2771588.85717383,"hc3_5","hc2_15"
3,12,3081392.26106974,"ss2_18","hc2_15"
3,14,2544663.2265373,"ss3_14","hc2_15"
4,1,2575263.58050474,"hc1_2","hc2_17"
4,5,2844180.24943407,"hc3_1","hc2_17"
4,15,2362324.80216346,"ss3_15","hc2_17"
4,3,2449892.6986948,"hc2_15","hc2_17"
4,13,2511685.24234125,"ss3_3","hc2_17"
4,12,3063609.65897472,"ss2_18","hc2_17"
4,11,2466858.10239552,"ss2_14","hc2_17"
4,7,2482765.68159086,"hc3_7","hc2_17"
4,9,2762999.73094205,"hc3_11","hc2_17"
