Contig10074	5759	5759	+	1	14	14	0	100	HC	Contig10074	5000	6000
Contig10074	5773	5773	+	1	12	12	0	100	HC	Contig10074	5000	6000
Contig100771	1673	1673	+	1	14	13	1	92.85714285714286	HC	Contig100771	1000	1852
Contig126977	2743	2743	+	1	11	11	0	100	HC	Contig126977	2000	3000
Contig126977	2842	2842	+	1	NA	NA	NA	NA	HC	Contig126977	2000	3000
Contig128060	1264	1264	+	1	12	12	0	100	HC	Contig128060	1000	1680
Contig128060	1331	1331	+	1	10	9	1	90	HC	Contig128060	1000	1680
Contig128060	1378	1378	+	1	16	14	2	87.5	HC	Contig128060	1000	1680
Contig128060	1394	1394	+	1	24	23	1	95.83333333333334	HC	Contig128060	1000	1680
Contig128060	1409	1409	+	1	21	21	0	100	HC	Contig128060	1000	1680
Contig129509	157	157	+	1	13	13	0	100	HC	Contig129509	0	1000
Contig129509	179	179	+	1	10	0	10	0	HC	Contig129509	0	1000
Contig129509	214	214	+	1	12	12	0	100	HC	Contig129509	0	1000
Contig129509	226	226	+	1	11	0	11	0	HC	Contig129509	0	1000
Contig132115	1556	1556	+	1	13	13	0	100	HC	Contig132115	1000	1816
Contig1579	4585	4585	+	1	17	16	1	94.11764705882352	HC	Contig1579	4000	5000
Contig1579	4588	4588	+	1	27	26	1	96.29629629629629	HC	Contig1579	4000	5000
Contig1579	4605	4605	+	1	25	25	0	100	HC	Contig1579	4000	5000
Contig15977	32185	32185	+	1	NA	NA	NA	NA	HC	Contig15977	32000	33000
Contig15977	32212	32212	+	1	NA	NA	NA	NA	HC	Contig15977	32000	33000
Contig168159	621	621	+	1	12	12	0	100	HC	Contig168159	0	1000
Contig168159	666	666	+	1	16	14	2	87.5	HC	Contig168159	0	1000
Contig168159	846	846	+	1	12	9	3	75	HC	Contig168159	0	1000
Contig168159	859	859	+	1	12	10	2	83.33333333333334	HC	Contig168159	0	1000
Contig168159	888	888	+	1	17	14	3	82.35294117647058	HC	Contig168159	0	1000
