"SeqNum.row","SeqNum.col","dist.manh","SampNum.row","SampNum.col"
1,1,0,"hc1_2","hc1_2"
1,15,12249.4422185204,"ss3_15","hc1_2"
1,3,10960.5271892308,"hc2_15","hc1_2"
1,17,12268.6646747681,"ss3_20","hc1_2"
1,4,9950.01966680913,"hc2_17","hc1_2"
1,2,11421.1028109359,"hc1_4","hc1_2"
1,7,11363.6869400609,"hc3_7","hc1_2"
1,16,14605.7214694484,"ss3_16","hc1_2"
1,14,15001.1091350569,"ss3_14","hc1_2"
1,9,9754.08406117018,"hc3_11","hc1_2"
1,8,9038.05980945794,"hc3_10","hc1_2"
1,12,14232.7766320233,"ss2_18","hc1_2"
1,10,15290.8883171873,"ss2_9","hc1_2"
1,6,6986.60548894154,"hc3_5","hc1_2"
1,11,15367.1128836078,"ss2_14","hc1_2"
1,18,13752.5648131306,"ss5_18","hc1_2"
1,5,11401.1555481618,"hc3_1","hc1_2"
1,13,15177.1609398052,"ss3_3","hc1_2"
2,7,9388.52601537451,"hc3_7","hc1_4"
2,2,0,"hc1_4","hc1_4"
2,12,16114.6297179228,"ss2_18","hc1_4"
2,9,10853.0019232935,"hc3_11","hc1_4"
2,17,14091.9489398771,"ss3_20","hc1_4"
2,10,18131.5451132634,"ss2_9","hc1_4"
2,8,11486.1472497792,"hc3_10","hc1_4"
2,5,9488.0563604316,"hc3_1","hc1_4"
2,6,9333.49566176055,"hc3_5","hc1_4"
2,15,14942.9101665696,"ss3_15","hc1_4"
2,1,11421.1028109359,"hc1_2","hc1_4"
2,4,8776.65581475837,"hc2_17","hc1_4"
2,13,17424.9765180458,"ss3_3","hc1_4"
2,3,9729.79655162462,"hc2_15","hc1_4"
2,16,16351.7867368838,"ss3_16","hc1_4"
2,11,17467.441629018,"ss2_14","hc1_4"
2,18,16005.1532508893,"ss5_18","hc1_4"
2,14,17189.7117292039,"ss3_14","hc1_4"
3,1,10960.5271892308,"hc1_2","hc2_15"
3,15,14092.4097418903,"ss3_15","hc2_15"
3,17,13766.609476144,"ss3_20","hc2_15"
3,13,16828.8990388564,"ss3_3","hc2_15"
3,3,0,"hc2_15","hc2_15"
3,4,8557.21758560063,"hc2_17","hc2_15"
3,8,10762.2371226166,"hc3_10","hc2_15"
3,10,17467.6481766407,"ss2_9","hc2_15"
3,9,11793.2455338589,"hc3_11","hc2_15"
3,2,9729.79655162462,"hc1_4","hc2_15"
3,11,16500.053222056,"ss2_14","hc2_15"
3,16,16405.4142823798,"ss3_16","hc2_15"
3,7,8310.3749040828,"hc3_7","hc2_15"
3,18,16143.154545731,"ss5_18","hc2_15"
3,5,9608.06606884506,"hc3_1","hc2_15"
3,6,10259.6638327633,"hc3_5","hc2_15"
3,12,16214.1010461814,"ss2_18","hc2_15"
3,14,16844.8660656768,"ss3_14","hc2_15"
4,1,9950.01966680913,"hc1_2","hc2_17"
4,5,10540.7398861909,"hc3_1","hc2_17"
4,15,13580.8259121759,"ss3_15","hc2_17"
4,3,8557.21758560063,"hc2_15","hc2_17"
4,13,16267.288411066,"ss3_3","hc2_17"
4,12,15990.0649759512,"ss2_18","hc2_17"
4,11,16415.076813409,"ss2_14","hc2_17"
4,7,9381.72248099174,"hc3_7","hc2_17"
4,9,11178.9314340952,"hc3_11","hc2_17"
4,18,15067.3724739127,"ss5_18","hc2_17"
4,2,8776.65581475837,"hc1_4","hc2_17"
4,16,15292.1594164289,"ss3_16","hc2_17"
4,10,16915.9719143179,"ss2_9","hc2_17"
4,4,0,"hc2_17","hc2_17"
4,17,12627.8590027238,"ss3_20","hc2_17"
4,6,8730.57019440905,"hc3_5","hc2_17"
4,8,9815.80523562053,"hc3_10","hc2_17"
4,14,16115.1382614304,"ss3_14","hc2_17"
5,14,15671.4565620505,"ss3_14","hc3_1"
5,18,14635.5781775439,"ss5_18","hc3_1"
5,17,13144.0439009324,"ss3_20","hc3_1"
5,5,0,"hc3_1","hc3_1"
5,3,9608.06606884506,"hc2_15","hc3_1"
5,16,15342.8130133012,"ss3_16","hc3_1"
5,8,11084.8518404493,"hc3_10","hc3_1"
5,1,11401.1555481618,"hc1_2","hc3_1"
5,2,9488.0563604316,"hc1_4","hc3_1"
5,10,17059.3482482448,"ss2_9","hc3_1"
5,7,7212.53188486764,"hc3_7","hc3_1"
5,15,13380.3326040569,"ss3_15","hc3_1"
5,6,9628.76089029273,"hc3_5","hc3_1"
5,4,10540.7398861909,"hc2_17","hc3_1"
5,13,16094.3258283147,"ss3_3","hc3_1"
5,12,14805.2441580306,"ss2_18","hc3_1"
5,11,16658.8101720192,"ss2_14","hc3_1"
5,9,11426.2934780181,"hc3_11","hc3_1"
6,16,15655.1990848573,"ss3_16","hc3_5"
6,9,10039.2997827907,"hc3_11","hc3_5"
6,13,16344.0625404749,"ss3_3","hc3_5"
6,12,13863.3578710561,"ss2_18","hc3_5"
6,14,15417.0379222094,"ss3_14","hc3_5"
6,8,8269.02690877839,"hc3_10","hc3_5"
6,7,9939.9435036991,"hc3_7","hc3_5"
6,10,15484.4245318069,"ss2_9","hc3_5"
6,18,14816.7199368792,"ss5_18","hc3_5"
6,1,6986.60548894154,"hc1_2","hc3_5"
6,3,10259.6638327633,"hc2_15","hc3_5"
6,2,9333.49566176055,"hc1_4","hc3_5"
6,15,12181.960546601,"ss3_15","hc3_5"
6,6,0,"hc3_5","hc3_5"
6,5,9628.76089029273,"hc3_1","hc3_5"
6,11,16419.2222154695,"ss2_14","hc3_5"
6,4,8730.57019440905,"hc2_17","hc3_5"
6,17,12782.7819691015,"ss3_20","hc3_5"
7,3,8310.3749040828,"hc2_15","hc3_7"
7,6,9939.9435036991,"hc3_5","hc3_7"
7,7,0,"hc3_7","hc3_7"
7,16,16865.0306262424,"ss3_16","hc3_7"
7,1,11363.6869400609,"hc1_2","hc3_7"
7,11,17240.3134191541,"ss2_14","hc3_7"
7,9,11548.2233363396,"hc3_11","hc3_7"
7,15,13902.5272212189,"ss3_15","hc3_7"
7,5,7212.53188486764,"hc3_1","hc3_7"
7,13,16742.7893307947,"ss3_3","hc3_7"
7,2,9388.52601537451,"hc1_4","hc3_7"
7,14,16918.9160935922,"ss3_14","hc3_7"
7,10,17886.9464971949,"ss2_9","hc3_7"
7,8,11126.6578375579,"hc3_10","hc3_7"
7,12,15705.560650775,"ss2_18","hc3_7"
7,17,14448.72599163,"ss3_20","hc3_7"
7,4,9381.72248099174,"hc2_17","hc3_7"
7,18,16082.0582450753,"ss5_18","hc3_7"
