0	0.022	0.003626	0.018783	0.017393	0.479067	0.020277	0.113041	0.030224	0	0	0	0	0	0	0	1e-06	0
0.022	0	0.115704	0.29047	0.208499	0.036138	0.317719	0.012955	0.049885	0	0	0.00905	0	0	0	1.3e-05	0.000554	0
0.003626	0.115704	0	0.07002	0.121838	0.001827	0.197502	0.197171	9e-06	1.8e-05	2e-06	0.007216	1.1e-05	0	1e-06	3.2e-05	0.000913	0
0.018783	0.29047	0.07002	0	0.186232	0.044769	0.278132	0.027833	0.016923	0.001186	0	3.7e-05	0	0	0	0	6e-06	0
0.017393	0.208499	0.121838	0.186232	0	0.01379	0.527924	0.004851	0.04975	0	0	9e-06	0	0	0	2e-06	0	1e-06
0.479067	0.036138	0.001827	0.044769	0.01379	0	0.010288	0.123052	0.017609	0	0	5e-06	0	0	0	0	2e-06	0
0.020277	0.317719	0.197502	0.278132	0.527924	0.010288	0	0.011197	0.034055	3e-06	2e-06	0	1e-06	0	0	1e-06	4e-06	0
0.113041	0.012955	0.197171	0.027833	0.004851	0.123052	0.011197	0	0.005679	1e-06	1e-06	0.001881	0.020417	2e-06	0.072205	9e-06	0.008521	6.7e-05
0.030224	0.049885	9e-06	0.016923	0.04975	0.017609	0.034055	0.005679	0	0	0	0.008761	0	0	0	0	0	4e-06
0	0	1.8e-05	0.001186	0	0	3e-06	1e-06	0	0	0.34336	0.240308	0.287083	0.226617	0	0.244607	0.013339	0.187597
0	0	2e-06	0	0	0	2e-06	1e-06	0	0.34336	0	0.176102	0.362787	0.205491	0.007621	0.282816	0.013396	0.198448
0	0.00905	0.007216	3.7e-05	9e-06	5e-06	0	0.001881	0.008761	0.240308	0.176102	0	0.432086	0.279977	9e-06	0.116186	0.052407	0.446998
0	0	1.1e-05	0	0	0	1e-06	0.020417	0	0.287083	0.362787	0.432086	0	0.239525	0	0.386215	0.027818	0.483481
0	0	0	0	0	0	0	2e-06	0	0.226617	0.205491	0.279977	0.239525	0	1e-06	0.264915	0.006543	0.379488
0	0	1e-06	0	0	0	0	0.072205	0	0	0.007621	9e-06	0	1e-06	0	0.00237	0.001762	0
0	1.3e-05	3.2e-05	0	2e-06	0	1e-06	9e-06	0	0.244607	0.282816	0.116186	0.386215	0.264915	0.00237	0	0.002208	0.260837
1e-06	0.000554	0.000913	6e-06	0	2e-06	4e-06	0.008521	0	0.013339	0.013396	0.052407	0.027818	0.006543	0.001762	0.002208	0	0.020261
0	0	0	0	1e-06	0	0	6.7e-05	4e-06	0.187597	0.198448	0.446998	0.483481	0.379488	0	0.260837	0.020261	0
