0	0.001054	0.024934	0.010619	0.005431	0.469934	1e-06	0.096852	0.018074	7e-06	1e-06	0	1e-06	1e-06	0	0	0	1e-06
0.001054	0	0.132783	0.281738	0.178604	0.023215	0.303803	5.1e-05	0.045462	0	1e-06	2.8e-05	3e-06	0	0	0	0.004357	0
0.024934	0.132783	0	0.091518	0.105258	0.010814	0.202782	0.215806	8.6e-05	3.5e-05	9e-06	0.019306	1.3e-05	2e-06	5e-06	2.2e-05	0.032574	6e-06
0.010619	0.281738	0.091518	0	0.178816	0.028384	0.269209	0.003049	0.01418	0	0	3e-06	0	0	0	0	1e-06	0
0.005431	0.178604	0.105258	0.178816	0	1e-06	0.505432	8e-06	0.052672	1e-06	3e-06	0	0	0	0	0	0	0
0.469934	0.023215	0.010814	0.028384	1e-06	0	0	0.098489	0.017889	0	0	2e-06	0	1e-06	1e-06	0	0	0
1e-06	0.303803	0.202782	0.269209	0.505432	0	0	4.1e-05	0.019627	1e-06	0	2e-06	0	0	0	0	1e-06	0
0.096852	5.1e-05	0.215806	0.003049	8e-06	0.098489	4.1e-05	0	0.000844	3e-06	3e-06	1.5e-05	0.00168	0	0.059391	6e-06	0.000188	5e-06
0.018074	0.045462	8.6e-05	0.01418	0.052672	0.017889	0.019627	0.000844	0	0	0	0.000103	1e-06	0	0	0	3e-06	5e-06
7e-06	0	3.5e-05	0	1e-06	0	1e-06	3e-06	0	0	0.342652	0.251287	0.286715	0.231231	0	0.235662	0.012039	0.188723
1e-06	1e-06	9e-06	0	3e-06	0	0	3e-06	0	0.342652	0	0.172981	0.350698	0.188308	0.007343	0.279129	0.011275	0.182875
0	2.8e-05	0.019306	3e-06	0	2e-06	2e-06	1.5e-05	0.000103	0.251287	0.172981	0	0.41741	0.257636	5e-06	0.101538	0.056819	0.443379
1e-06	3e-06	1.3e-05	0	0	0	0	0.00168	1e-06	0.286715	0.350698	0.41741	0	0.205473	0	0.372074	0.02421	0.470376
1e-06	0	2e-06	0	0	1e-06	0	0	0	0.231231	0.188308	0.257636	0.205473	0	1e-06	0.250122	0.00687	0.354563
0	0	5e-06	0	0	1e-06	0	0.059391	0	0	0.007343	5e-06	0	1e-06	0	3e-06	0.000462	3e-06
0	0	2.2e-05	0	0	0	0	6e-06	0	0.235662	0.279129	0.101538	0.372074	0.250122	3e-06	0	2e-06	0.240757
0	0.004357	0.032574	1e-06	0	0	1e-06	0.000188	3e-06	0.012039	0.011275	0.056819	0.02421	0.00687	0.000462	2e-06	0	0.019877
1e-06	0	6e-06	0	0	0	0	5e-06	5e-06	0.188723	0.182875	0.443379	0.470376	0.354563	3e-06	0.240757	0.019877	0
