0	0.00017	0.024933	0.010539	0.005465	0.46994	2e-06	0.09685	0.01807	0	0	2e-06	2e-06	0	0	0	5e-06	0
0.00017	0	0.132784	0.281732	0.17863	0.023179	0.303812	5.2e-05	0.045491	1e-06	0	3.6e-05	0	0	0	1e-06	0.004368	0
0.024933	0.132784	0	0.091539	0.105285	0.010917	0.202775	0.215806	6e-05	2.4e-05	7e-06	0.019305	4e-06	2e-06	4e-06	1.3e-05	0.032585	5e-06
0.010539	0.281732	0.091539	0	0.178819	0.028375	0.269211	0.002831	0.01419	1e-06	1e-06	7e-06	0	2e-06	0	1e-06	5e-06	1e-06
0.005465	0.17863	0.105285	0.178819	0	0	0.505431	2e-06	0.052675	0	0	3e-06	1e-06	0	0	0	0	0
0.46994	0.023179	0.010917	0.028375	0	0	1e-06	0.098603	0.017877	5e-06	0	0	1e-06	0	3e-06	0	0	0
2e-06	0.303812	0.202775	0.269211	0.505431	1e-06	0	3e-06	0.01963	0	1e-06	2e-06	1e-06	1e-06	0	0	0	0
0.09685	5.2e-05	0.215806	0.002831	2e-06	0.098603	3e-06	0	0.000859	2e-06	4e-06	2.4e-05	0.00169	0	0.059431	0	0.000272	1.6e-05
0.01807	0.045491	6e-05	0.01419	0.052675	0.017877	0.01963	0.000859	0	1e-06	0	9e-05	0	0	0	2e-06	2e-06	0
0	1e-06	2.4e-05	1e-06	0	5e-06	0	2e-06	1e-06	0	0.342664	0.251283	0.286734	0.231189	3e-06	0.235657	0.01201	0.188724
0	0	7e-06	1e-06	0	0	1e-06	4e-06	0	0.342664	0	0.172976	0.350705	0.188311	0.007341	0.279124	0.011361	0.182884
2e-06	3.6e-05	0.019305	7e-06	3e-06	0	2e-06	2.4e-05	9e-05	0.251283	0.172976	0	0.417416	0.257643	4e-06	0.10151	0.05683	0.443383
2e-06	0	4e-06	0	1e-06	1e-06	1e-06	0.00169	0	0.286734	0.350705	0.417416	0	0.205482	0	0.372067	0.024202	0.470373
0	0	2e-06	2e-06	0	0	1e-06	0	0	0.231189	0.188311	0.257643	0.205482	0	1e-06	0.250113	0.006957	0.354565
0	0	4e-06	0	0	3e-06	0	0.059431	0	3e-06	0.007341	4e-06	0	1e-06	0	0	0.000531	0
0	1e-06	1.3e-05	1e-06	0	0	0	0	2e-06	0.235657	0.279124	0.10151	0.372067	0.250113	0	0	0	0.240741
5e-06	0.004368	0.032585	5e-06	0	0	0	0.000272	2e-06	0.01201	0.011361	0.05683	0.024202	0.006957	0.000531	0	0	0.020002
0	0	5e-06	1e-06	0	0	0	1.6e-05	0	0.188724	0.182884	0.443383	0.470373	0.354565	0	0.240741	0.020002	0
