sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
1	-40.219581053978644	10.668022983509095	-83.61799262182583	17.927430549769113	-2.169217277288036	77.86397482772217	-199.62875245660442	73.71875588724504	-37.42911607484169	3.0695211673110525	-23.216923979856617	3.1751552341909544	14.71927420918236	9.486629372208327	-5.9229273996875085	-1.9040960019549502	3.2970336710430717	-7.152859576343984e-13
2	-9.23420585783548	47.25396951231384	14.146330844662605	20.235589660082812	-167.90464087867065	-154.88796996613175	-7.14527366267554	75.71497350597201	-37.43208395864322	1.6554651737258725	-2.308913269027739	3.8272559316400487	-48.19714849827317	-4.846192444505011	-7.383299615574047	-1.8235823334999939	-1.784633609527036	-5.101782440519037e-14
3	-44.267980363485215	39.407420234615415	36.38198700461414	17.54170126375311	-75.77287445527227	127.57853929682327	61.733616601265446	-72.96109216929307	-151.09786747914885	-9.765694832865352	-0.5657334316046051	-16.58816254445967	-40.69134455874388	-0.8364062512776754	-3.2872795669567085	-2.0294616515379893	3.713304958774124	1.1776366557261775e-12
4	-71.00028515358329	20.59906070828296	15.853007957738798	-10.195917531613278	-60.799527977065345	-20.332850926819717	8.23549022485868	-53.37181930880311	13.159538947137142	-25.56503633991327	-1.3110466688142306	29.126463324265664	191.97422974146443	25.33479364345391	42.5042088966351	-3.188973871719537	4.602597533496931	-6.906893676786319e-14
5	134.79633167373734	222.0685329531027	48.02516512281044	-71.36686420874035	91.2021828821829	-31.956858537402717	-27.633500753893202	-23.13511724205579	-22.41465894692129	-9.163865419652728	1.6019688799400706	10.051555709049282	1.5460681592145773	-2.5836808834520024	0.3528679262111819	4.129257428307291	-1.0239222914308268	2.7332996976880963e-13
6	-30.991175268215493	43.40678085316261	-235.6728737753464	-22.45780423971113	37.198000617358446	-5.875572781470556	111.43454012083971	37.20595884232052	-4.992877207078686	0.9460887827173043	-12.961258304787378	12.252649908220594	-0.3453890729998599	-4.327475830901584	2.769070428054607	2.279141394446707	-0.3357051572539198	-5.081775928880705e-13
7	-13.734917354341569	76.87894515234784	61.960010802383124	1.5145312301559632	-65.09098551297815	118.66308472916113	51.27692147761361	89.04371859634037	149.66556677371852	16.214301284909073	0.6973389140949695	-16.921099060986805	-16.096364394900284	12.798926190967324	-5.174784387221194	-2.342101562893051	1.464788461485896	6.60067486779603e-13
8	-87.15557207470077	4.251235168798988	-43.97801512260436	-31.99001237657561	-10.619085398657141	-27.086281345730942	-53.62599517008905	-114.76302601382586	68.52818051877726	-8.543987865493502	128.10689170555048	-67.91361239864077	-62.45342139667306	9.537683522455746	33.106602077000225	8.151015824716993	5.963011579000813	6.077790722959497e-14
9	73.8235204834879	14.293779284844938	-9.081258415938988	247.564779398569	40.345215947929	-14.137501038022195	5.160308680338386	-39.11957024015169	25.666818364310373	-10.17247495763705	13.12070890051521	20.643771547202128	-0.19911700871971424	2.723552353849238	-5.444965551498296	0.8992985806018327	1.5939692368035545	2.0569445669318953e-13
10	5.979847548659356	-65.6366252268925	48.27706776835035	-2.356713829916555	72.26611713371791	-13.692905729314818	31.884115170190505	99.51533889444252	-43.711206501898936	-125.34478148411074	61.10241830246464	-104.43330596029308	32.488789919613275	8.124912729660666	-24.061746252413254	-10.017371628533423	3.673424429863279	-4.839183524382729e-13
11	-64.70183673067201	-49.411594459475864	40.7489735812967	-30.724336510509676	50.08528316539075	-14.10806760976988	8.274934013905224	0.6002999333728919	2.243276996106783	-37.56280948403387	0.58526915746286	129.3858889201459	-54.612629092134	137.0054904014298	-22.732561436288307	-14.382721569294018	-7.782594644350957	2.876238879229512e-13
12	247.23100834838567	-116.18487274133317	-48.12877132917959	-60.87665891922411	-82.05410862344013	31.49589250432409	-11.582839438830886	-44.074720782447	26.105648889471635	-42.12408754095433	-4.649899366524708	18.394528540715516	-0.20585287170503513	1.3327375671810247	-8.63798075348793	-9.008342818314405	3.7197681980710215	-5.737188610473176e-14
13	1.01129500819697	-56.51411066980389	35.04549345733698	-13.575430262022554	28.141590790942463	-2.4187276485215463	9.454333815471108	24.663538401752472	-12.435059906893542	40.49945400151879	6.581928014800333	27.928547237208097	-1.4730865805229265	-30.67007410075607	30.128579013039875	177.28952229911883	39.554196945231816	3.9762960177096296e-13
14	-13.480384389158692	-43.59590067803643	28.2497872918104	-10.28416097984203	27.305607612572782	1.1738077647584153	1.9005773136223396	10.074242643086267	-3.3803896461331364	23.99908847232159	3.831240486000511	23.946763464465576	-5.878122805306171	-64.26159504232086	46.95592863289924	-10.592173512994075	-172.69115601956673	-3.9010678368200935e-13
15	-73.95883224669883	-20.86656012928241	19.119145457717725	-24.05070670115728	17.008052602617365	-14.26976191750705	-6.4445285393548835	-43.936956839344866	29.322771309378595	-4.324201665870745	-16.117279366901055	36.51734580802836	11.266607871807354	-104.7711151630997	-158.73082101529312	-13.481296422860128	17.54101554206346	-3.607530940641368e-14
