Contig100188	627	629	Contig100188	627	629	-32.72357723577236
Contig100696	2765	2767	Contig100696	2765	2767	39.19061893845883
Contig100994	3427	3429	Contig100994	3427	3429	-34.50146015853149
Contig103542	1962	1964	Contig103542	1962	1964	26.572057744066548
Contig103542	1964	1966	Contig103542	1964	1966	25.100718164301973
Contig104064	2696	2698	Contig104064	2696	2698	40.38219763640936
Contig1046	23539	23541	Contig1046	23539	23541	-28.389398572884804
Contig104660	8136	8138	Contig104660	8136	8138	34.69818488813845
Contig105226	762	764	Contig105226	762	764	-40.661864495250036
Contig105425	6860	6862	Contig105425	6860	6862	37.60683760683761
Contig10592	486	488	Contig10592	486	488	-28.650016503465725
Contig10592	552	554	Contig10592	552	554	29.28598701794578
Contig106082	2292	2294	Contig106082	2292	2294	27.85696424106027
Contig106082	2559	2561	Contig106082	2559	2561	46.36886102403344
Contig106878	405	407	Contig106878	405	407	-60.41666666666667
Contig107764	5991	5993	Contig107764	5991	5993	-26.779275621244114
Contig108714	1054	1056	Contig108714	1054	1056	47.41239892183288
Contig108714	1114	1116	Contig108714	1114	1116	36.9742198100407
Contig108714	1146	1148	Contig108714	1146	1148	30.365111561866122
Contig109515	2905	2907	Contig109515	2905	2907	42.60697032436163
Contig109515	3091	3093	Contig109515	3091	3093	40.59346533573338
Contig109515	3377	3379	Contig109515	3377	3379	46.64438874965191
Contig1098	22401	22403	Contig1098	22401	22403	47.93956043956044
Contig11	65908	65910	Contig11	65908	65910	30.488850771869636
Contig110223	7165	7167	Contig110223	7165	7167	35.89181286549707
Contig110573	3297	3299	Contig110573	3297	3299	-57.29845048282056
Contig111633	1482	1484	Contig111633	1482	1484	28.636570907432745
Contig112130	2828	2830	Contig112130	2828	2830	26.04243166054672
Contig1125	2053	2055	Contig1125	2053	2055	27.94623655913979
Contig1125	9187	9189	Contig1125	9187	9189	31.349862258953166
Contig1127	4423	4425	Contig1127	4423	4425	32.145732689210945
