"chr"	"start"	"end"	"strand"	"pvalue"	"qvalue"	"meth.diff"
"13"	"Contig0"	64288	64288	"+"	3.46556850487542e-06	0.000187749932360913	-24.4932844932845
"48"	"Contig1"	2278	2278	"+"	2.50207064890409e-29	3.4536569424893e-26	92.5
"49"	"Contig1"	2294	2294	"+"	4.82307645030799e-28	5.56489234077562e-25	96.7741935483871
"50"	"Contig1"	2396	2396	"+"	9.18311981671122e-27	9.43438007247388e-24	88.75
"51"	"Contig1"	2435	2435	"+"	2.83259328204622e-25	2.45119637157912e-22	87.3684210526316
"52"	"Contig1"	2458	2458	"+"	4.75360008398112e-34	1.74338541503854e-30	97.8947368421053
"91"	"Contig100"	57537	57537	"+"	1.42254787163064e-06	8.49872558914722e-05	27.8400132769065
"97"	"Contig100"	57651	57651	"+"	3.65209596973194e-07	2.52130307315371e-05	-36.5747460087083
"169"	"Contig100123"	17272	17272	"+"	1.66964851225973e-07	1.25470171339824e-05	-35.0703294628528
"229"	"Contig100188"	628	628	"+"	2.34124861538173e-08	2.12833291985363e-06	-32.7235772357724
"307"	"Contig100230"	1065	1065	"+"	2.85159559842237e-05	0.00119298331593941	14.0611225389362
"308"	"Contig100230"	1109	1109	"+"	8.74518062027615e-05	0.00310150754224217	-24.3529411764706
"312"	"Contig100231"	3802	3802	"+"	3.16235106804096e-15	8.75158606450421e-13	35.8637784851131
"314"	"Contig100231"	3835	3835	"+"	2.15126312722196e-08	1.97323834682509e-06	13.7551990493167
"319"	"Contig100231"	3874	3874	"+"	8.41860077823747e-07	5.31607776196513e-05	-20.7023193304148
"328"	"Contig100231"	4048	4048	"+"	3.12184640780036e-07	2.19154670594145e-05	28.2312925170068
"403"	"Contig100348"	2275	2275	"+"	0.00021991925755397	0.00661675466258839	-25.003248862898
"420"	"Contig100374"	4579	4579	"+"	1.51273016453769e-06	8.97316919115436e-05	35.7401188323431
"468"	"Contig100455"	5067	5067	"+"	2.08292989795794e-06	0.000119186859592808	-33.0174081237911
"539"	"Contig100586"	12579	12579	"+"	0.000158511268957363	0.00505163620120455	-23.1012033931742
"554"	"Contig100600"	1957	1957	"+"	3.79658199834245e-23	2.54226453501658e-20	-88.0597014925373
"555"	"Contig100600"	3088	3088	"+"	1.53570232627213e-25	1.3656951062837e-22	-92.4242424242424
"556"	"Contig100600"	3095	3095	"+"	4.82307645030799e-28	5.56489234077562e-25	-96.7741935483871
"585"	"Contig100664"	1329	1329	"+"	8.3050819907415e-09	8.36348371433542e-07	27.7922077922078
"586"	"Contig100664"	1350	1350	"+"	2.00960421923089e-14	4.97957086878257e-12	40.1286880100439
"607"	"Contig100691"	8054	8054	"+"	6.25559469619394e-05	0.00233506329272224	-22.9630294328787
"623"	"Contig100696"	2766	2766	"+"	1.03467760090466e-11	1.72824251219786e-09	39.1906189384588
"643"	"Contig100728"	1455	1455	"+"	0.000356427978655559	0.00982401967119103	22.6663988214812
"673"	"Contig100743"	10044	10044	"+"	7.99157248938113e-11	1.14670951741995e-08	35.6869325760509
"682"	"Contig100743"	10219	10219	"+"	1.48662553864725e-11	2.42200559972975e-09	-56.9941444372154
