sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18
1	-14.651271548797153	17.47235536243346	-3.307486433702518	0.6993200530726491	-5.065825046279	2.501215428910252	-3.5245849594033802	4.925187829132694	-2.6705617189638735	1.5411951508048143	-2.372646708559581	-3.5421763881860384	2.7099471054335087	11.418747213756228	-6.884166172118574	-1.058837223378081	-0.3690391001873899	-6.670879126868812e-15
2	-19.280167813683576	-8.701097995921485	-2.196045762088252	-2.7524230041430604	0.3136222013071213	-9.566787226278848	6.63113471374942	7.151963596987103	0.9771545745710575	-3.3557412301788334	-14.899897460342235	-0.7434809924362629	1.4914675601738636	-2.450180585716722	-0.613828916837786	0.24767654103109898	0.11119843925232145	2.364428097756388e-15
3	-18.826480705082947	-5.712258306113717	-4.171789596780438	-4.038406681248365	5.711944265230448	2.325691328751471	-1.4373452026093054	-14.236572075190697	-0.8670242487383791	9.084333104205562	-2.2028523494342163	-9.199172615319108	-0.7342999005185737	-0.45776408330118484	-0.612108417423519	2.9064952422399832	3.0340574651457097	2.491062911502695e-15
4	-19.136273063099907	-5.7485035082185	-1.1282448088515342	-6.766500221787139	4.221921018581863	-12.127444000055819	4.59700190712405	2.3592737818601677	-5.099308627431987	-1.8299598766326906	12.388658346260476	2.8675069621174	-2.592435557683455	5.323341719924449	1.108005762823423	1.8820656759136432	1.079625486793758	-2.0280652157644852e-14
5	-17.641661763605793	-12.059185805856192	3.7737682691278556	6.228824871669999	-9.26060229709433	9.196045489295582	-5.143111137682548	3.763344560425373	1.792277016496671	-4.682440896702343	2.06409103023829	2.413508368657529	-0.48080222130734307	-0.788293556754226	-0.7483051408030166	7.848247677543044	5.7383966201899135	-1.2673889715486553e-14
6	-13.441801869885172	15.70101524222614	-3.7567277941962116	1.6008577607357946	-7.452294644638707	-1.3262470921893694	-1.3933894737766606	4.985624090706168	-6.544737680803538	3.953517133395553	2.56120384644876	-3.505155328403687	-2.804760234594255	-10.402204285057733	6.539242052692958	4.2136387800179725e-4	-1.1020308820014517	-4.028027911218146e-15
7	-21.76172553966559	-14.681810974340499	-0.7750806316855646	1.230745208986562	-5.6540660728796475	3.459609819682677	-4.706121643718404	-2.453421050911461	2.0402300156271993	0.5855129305816078	2.837251161619773	1.6773453992668543	1.6928369021399892	-0.38207586155939305	-0.01836218976460257	-10.150985118584755	-7.357490637828816	-5.8321403262340255e-15
8	-13.683133587553844	15.470952216117999	-6.21867166531287	1.3200999138189407	0.6020942343518847	-0.6749792472039695	4.30770773668911	-10.777569625561734	9.593692591414595	-6.7146153296031725	0.3795601395271684	9.099108707829826	1.7718510081502559	-2.336445102463959	-0.283466208553376	0.3599950583745633	0.6761586503676528	7.088080122841234e-15
9	-11.402440330276491	3.114258128135609	7.713620945295463	3.987217351885083	16.915348106239318	12.794208978626394	7.104208832033693	5.637439623498125	-3.4784467139792183	0.4390438813514781	0.13830811832873005	2.0455839628198382	1.384493222152179	-0.9597477479593428	1.1528035360025852	-1.4488055636490833	-0.8621141048822454	4.4278816724308e-15
10	21.12605030063393	-1.5937203982046684	1.5660823520644822	-3.5808014355000184	-3.8583834513054147	0.2706238151846025	8.603692536250811	2.5707183658260786	5.7146202684489005	0.6067904611260962	6.365360741143593	-7.326372440782674	12.463086114261955	-3.3598055424362094	-2.9187217390090483	1.9287971755625566	-1.6161870891935834	5.460909502374989e-15
